"","plot_name","treatment","natives","non_natives","number_focal_sp","cover_focal_sp","forbs","graminoids","legumes","bare_ground","non_focal_inv1","non_focal_inv2","background_management","site_type","year","species","site_name","datum","municipality","longitude","latitude","northing","easting","elevation","plotID","elevation_rescaled","natives_percentage","non_natives_percentage","cover_focal_sp_percentage","forbs_percentage","graminoids_percentage","legumes_percentage","bare_ground_percentage","non_focal_inv1_percentage","non_focal_inv2_percentage","natives_prop","non_natives_prop","cover_focal_sp_prop","forbs_prop","graminoids_prop","legumes_prop","bare_ground_prop","non_focal_inv1_prop","non_focal_inv2_prop","natives_prop_rescaled","non_natives_prop_rescaled","cover_focal_sp_prop_rescaled","forbs_prop_rescaled","graminoids_prop_rescaled","legumes_prop_rescaled","bare_ground_prop_rescaled","non_focal_inv1_prop_rescaled","non_focal_inv2_prop_rescaled"
"517","C1","control",7,2,17,2,6,2,5,6,NA,NA,"no","roadside",2022,"erigeron","E 5.2","02.06.2022 00:00","Rabius",8.9563138,46.73257,2715910.303,1176685.221,906.6876221,"E 5.2_C1",0.227977849804113,62.5,0.55,0.55,37.5,0.55,17.5,37.5,NA,NA,0.625,0.0055,0.0055,0.375,0.0055,0.175,0.375,NA,NA,0.703733727810651,0.00727314285714286,0.00727314285714286,0.425106958021852,0.00727314285714286,0.2006,0.428714285714286,NA,NA
"518","R2","removal",7,2,9,2,6,3,4,6,NA,NA,"no","roadside",2022,"erigeron","E 5.2","02.06.2022 00:00","Rabius",8.9563138,46.73257,2715910.303,1176685.221,906.6876221,"E 5.2_R2",0.227977849804113,62.5,0.55,0.55,37.5,3,7.5,37.5,NA,NA,0.625,0.0055,0.0055,0.375,0.03,0.075,0.375,NA,NA,0.703733727810651,0.00727314285714286,0.00727314285714286,0.425106958021852,0.0352171428571429,0.0865428571428571,0.428714285714286,NA,NA
"519","C2","control",7,3,49,3,5,0,6,6,NA,NA,"no","roadside",2022,"erigeron","E 5.2","02.06.2022 00:00","Rabius",8.9563138,46.73257,2715910.303,1176685.221,906.6876221,"E 5.2_C2",0.227977849804113,62.5,3,3,17.5,0,37.5,37.5,NA,NA,0.625,0.03,0.03,0.175,0,0.375,0.375,NA,NA,0.703733727810651,0.0352171428571429,0.0352171428571429,0.195549741230592,0.001,0.428714285714286,0.428714285714286,NA,NA
"520","R3","removal",6,2,4,2,5,0,5,7,NA,NA,"no","roadside",2022,"erigeron","E 5.2","02.06.2022 00:00","Rabius",8.9563138,46.73257,2715910.303,1176685.221,906.6876221,"E 5.2_R3",0.227977849804113,37.5,0.55,0.55,17.5,0,17.5,62.5,NA,NA,0.375,0.0055,0.0055,0.175,0,0.175,0.625,NA,NA,0.408467455621302,0.00727314285714286,0.00727314285714286,0.195549741230592,0.001,0.2006,0.713857142857143,NA,NA
"521","C3","control",7,2,13,2,6,0,6,6,NA,NA,"no","roadside",2022,"erigeron","E 5.2","02.06.2022 00:00","Rabius",8.9563138,46.73257,2715910.303,1176685.221,906.6876221,"E 5.2_C3",0.227977849804113,62.5,0.55,0.55,37.5,0,37.5,37.5,NA,NA,0.625,0.0055,0.0055,0.375,0,0.375,0.375,NA,NA,0.703733727810651,0.00727314285714286,0.00727314285714286,0.425106958021852,0.001,0.428714285714286,0.428714285714286,NA,NA
"522","R4","removal",7,3,34,3,6,2,5,6,NA,NA,"no","roadside",2022,"erigeron","E 5.2","02.06.2022 00:00","Rabius",8.9563138,46.73257,2715910.303,1176685.221,906.6876221,"E 5.2_R4",0.227977849804113,62.5,3,3,37.5,0.55,17.5,37.5,NA,NA,0.625,0.03,0.03,0.375,0.0055,0.175,0.375,NA,NA,0.703733727810651,0.0352171428571429,0.0352171428571429,0.425106958021852,0.00727314285714286,0.2006,0.428714285714286,NA,NA
"523","C4","control",6,3,32,3,4,0,5,7,NA,NA,"no","roadside",2022,"erigeron","E 5.2","02.06.2022 00:00","Rabius",8.9563138,46.73257,2715910.303,1176685.221,906.6876221,"E 5.2_C4",0.227977849804113,37.5,3,3,7.5,0,17.5,62.5,NA,NA,0.375,0.03,0.03,0.075,0,0.175,0.625,NA,NA,0.408467455621302,0.0352171428571429,0.0352171428571429,0.0807711328349626,0.001,0.2006,0.713857142857143,NA,NA
"524","R5","removal",7,2,35,2,6,2,5,6,NA,NA,"no","roadside",2022,"erigeron","E 5.2","02.06.2022 00:00","Rabius",8.9563138,46.73257,2715910.303,1176685.221,906.6876221,"E 5.2_R5",0.227977849804113,62.5,0.55,0.55,37.5,0.55,17.5,37.5,NA,NA,0.625,0.0055,0.0055,0.375,0.0055,0.175,0.375,NA,NA,0.703733727810651,0.00727314285714286,0.00727314285714286,0.425106958021852,0.00727314285714286,0.2006,0.428714285714286,NA,NA
"525","C5","control",7,2,16,2,4,3,6,6,NA,NA,"no","roadside",2022,"erigeron","E 5.2","02.06.2022 00:00","Rabius",8.9563138,46.73257,2715910.303,1176685.221,906.6876221,"E 5.2_C5",0.227977849804113,62.5,0.55,0.55,7.5,3,37.5,37.5,NA,NA,0.625,0.0055,0.0055,0.075,0.03,0.375,0.375,NA,NA,0.703733727810651,0.00727314285714286,0.00727314285714286,0.0807711328349626,0.0352171428571429,0.428714285714286,0.428714285714286,NA,NA
"526","R1","removal",8,3,45,3,4,3,8,1,NA,NA,"no","wastedump",2022,"erigeron","E 5.3","31.05.2022 00:00","Flims",9.3081687,46.833726,2742526.904,1188506.453,971.9915771,"E 5.3_R1",0.268221273064407,87.5,3,3,7.5,3,87.5,0.05,NA,NA,0.875,0.03,0.03,0.075,0.03,0.875,5e-04,NA,NA,0.999,0.0352171428571429,0.0352171428571429,0.0807711328349626,0.0352171428571429,0.999,0.00157028571428571,NA,NA
"527","C1","control",8,3,42,3,3,3,8,2,NA,NA,"no","wastedump",2022,"erigeron","E 5.3","31.05.2022 00:00","Flims",9.3081687,46.833726,2742526.904,1188506.453,971.9915771,"E 5.3_C1",0.268221273064407,87.5,3,3,3,3,87.5,0.55,NA,NA,0.875,0.03,0.03,0.03,0.03,0.875,0.0055,NA,NA,0.999,0.0352171428571429,0.0352171428571429,0.0291207590569293,0.0352171428571429,0.999,0.00727314285714286,NA,NA
"528","R2","removal",8,3,20,3,2,5,8,1,NA,NA,"no","wastedump",2022,"erigeron","E 5.3","31.05.2022 00:00","Flims",9.3081687,46.833726,2742526.904,1188506.453,971.9915771,"E 5.3_R2",0.268221273064407,87.5,3,3,0.55,17.5,87.5,0.05,NA,NA,0.875,0.03,0.03,0.0055,0.175,0.875,5e-04,NA,NA,0.999,0.0352171428571429,0.0352171428571429,0.001,0.2006,0.999,0.00157028571428571,NA,NA
"529","C2","control",8,4,90,4,2,3,8,3,NA,NA,"no","wastedump",2022,"erigeron","E 5.3","31.05.2022 00:00","Flims",9.3081687,46.833726,2742526.904,1188506.453,971.9915771,"E 5.3_C2",0.268221273064407,87.5,7.5,7.5,0.55,3,87.5,3,NA,NA,0.875,0.075,0.075,0.0055,0.03,0.875,0.03,NA,NA,0.999,0.0865428571428571,0.0865428571428571,0.001,0.0352171428571429,0.999,0.0352171428571429,NA,NA
"530","R3","removal",8,2,16,2,4,3,8,3,NA,NA,"no","wastedump",2022,"erigeron","E 5.3","31.05.2022 00:00","Flims",9.3081687,46.833726,2742526.904,1188506.453,971.9915771,"E 5.3_R3",0.268221273064407,87.5,0.55,0.55,7.5,3,87.5,3,NA,NA,0.875,0.0055,0.0055,0.075,0.03,0.875,0.03,NA,NA,0.999,0.00727314285714286,0.00727314285714286,0.0807711328349626,0.0352171428571429,0.999,0.0352171428571429,NA,NA
"531","C3","control",8,2,7,2,2,7,7,3,NA,NA,"no","wastedump",2022,"erigeron","E 5.3","31.05.2022 00:00","Flims",9.3081687,46.833726,2742526.904,1188506.453,971.9915771,"E 5.3_C3",0.268221273064407,87.5,0.55,0.55,0.55,62.5,62.5,3,NA,NA,0.875,0.0055,0.0055,0.0055,0.625,0.625,0.03,NA,NA,0.999,0.00727314285714286,0.00727314285714286,0.001,0.713857142857143,0.713857142857143,0.0352171428571429,NA,NA
"532","R4","removal",8,3,14,3,3,4,8,1,NA,NA,"no","wastedump",2022,"erigeron","E 5.3","31.05.2022 00:00","Flims",9.3081687,46.833726,2742526.904,1188506.453,971.9915771,"E 5.3_R4",0.268221273064407,87.5,3,3,3,7.5,87.5,0.05,NA,NA,0.875,0.03,0.03,0.03,0.075,0.875,5e-04,NA,NA,0.999,0.0352171428571429,0.0352171428571429,0.0291207590569293,0.0865428571428571,0.999,0.00157028571428571,NA,NA
"533","C4","control",8,1,2,1,2,4,8,3,NA,NA,"no","wastedump",2022,"erigeron","E 5.3","31.05.2022 00:00","Flims",9.3081687,46.833726,2742526.904,1188506.453,971.9915771,"E 5.3_C4",0.268221273064407,87.5,0.05,0.05,0.55,7.5,87.5,3,NA,NA,0.875,5e-04,5e-04,0.0055,0.075,0.875,0.03,NA,NA,0.999,0.00157028571428571,0.00157028571428571,0.001,0.0865428571428571,0.999,0.0352171428571429,NA,NA
"534","R1","removal",7,3,55,3,6,7,2,5,NA,NA,"no","roadside",2022,"erigeron","E 7.1","31.05.2022 00:00","Flims",9.2797611,46.824716,2740384.01,1187453.975,1075.294922,"E 7.1_R1",0.331881739463645,62.5,3,3,37.5,62.5,0.55,17.5,NA,NA,0.625,0.03,0.03,0.375,0.625,0.0055,0.175,NA,NA,0.703733727810651,0.0352171428571429,0.0352171428571429,0.425106958021852,0.713857142857143,0.00727314285714286,0.2006,NA,NA
"535","C1","control",8,3,80,3,2,8,0,4,NA,NA,"no","roadside",2022,"erigeron","E 7.1","31.05.2022 00:00","Flims",9.2797611,46.824716,2740384.01,1187453.975,1075.294922,"E 7.1_C1",0.331881739463645,87.5,3,3,0.55,87.5,0,7.5,NA,NA,0.875,0.03,0.03,0.0055,0.875,0,0.075,NA,NA,0.999,0.0352171428571429,0.0352171428571429,0.001,0.999,0.001,0.0865428571428571,NA,NA
"536","R2","removal",6,5,206,5,6,3,0,6,NA,NA,"no","roadside",2022,"erigeron","E 7.1","31.05.2022 00:00","Flims",9.2797611,46.824716,2740384.01,1187453.975,1075.294922,"E 7.1_R2",0.331881739463645,37.5,17.5,17.5,37.5,3,0,37.5,NA,NA,0.375,0.175,0.175,0.375,0.03,0,0.375,NA,NA,0.408467455621302,0.2006,0.2006,0.425106958021852,0.0352171428571429,0.001,0.428714285714286,NA,NA
"537","C2","control",6,4,160,4,6,3,0,6,NA,NA,"no","roadside",2022,"erigeron","E 7.1","31.05.2022 00:00","Flims",9.2797611,46.824716,2740384.01,1187453.975,1075.294922,"E 7.1_C2",0.331881739463645,37.5,7.5,7.5,37.5,3,0,37.5,NA,NA,0.375,0.075,0.075,0.375,0.03,0,0.375,NA,NA,0.408467455621302,0.0865428571428571,0.0865428571428571,0.425106958021852,0.0352171428571429,0.001,0.428714285714286,NA,NA
"538","R3","removal",5,5,98,5,5,0,0,7,NA,NA,"no","roadside",2022,"erigeron","E 7.1","31.05.2022 00:00","Flims",9.2797611,46.824716,2740384.01,1187453.975,1075.294922,"E 7.1_R3",0.331881739463645,17.5,17.5,17.5,17.5,0,0,62.5,NA,NA,0.175,0.175,0.175,0.175,0,0,0.625,NA,NA,0.172254437869822,0.2006,0.2006,0.195549741230592,0.001,0.001,0.713857142857143,NA,NA
"539","C3","control",7,3,108,3,5,6,0,5,NA,NA,"no","roadside",2022,"erigeron","E 7.1","31.05.2022 00:00","Flims",9.2797611,46.824716,2740384.01,1187453.975,1075.294922,"E 7.1_C3",0.331881739463645,62.5,3,3,17.5,37.5,0,17.5,NA,NA,0.625,0.03,0.03,0.175,0.375,0,0.175,NA,NA,0.703733727810651,0.0352171428571429,0.0352171428571429,0.195549741230592,0.428714285714286,0.001,0.2006,NA,NA
"540","R4","removal",7,2,41,2,4,6,0,6,NA,NA,"no","roadside",2022,"erigeron","E 7.1","31.05.2022 00:00","Flims",9.2797611,46.824716,2740384.01,1187453.975,1075.294922,"E 7.1_R4",0.331881739463645,62.5,0.55,0.55,7.5,37.5,0,37.5,NA,NA,0.625,0.0055,0.0055,0.075,0.375,0,0.375,NA,NA,0.703733727810651,0.00727314285714286,0.00727314285714286,0.0807711328349626,0.428714285714286,0.001,0.428714285714286,NA,NA
"541","C4","control",5,4,98,4,5,0,0,7,NA,NA,"no","roadside",2022,"erigeron","E 7.1","31.05.2022 00:00","Flims",9.2797611,46.824716,2740384.01,1187453.975,1075.294922,"E 7.1_C4",0.331881739463645,17.5,7.5,7.5,17.5,0,0,62.5,NA,NA,0.175,0.075,0.075,0.175,0,0,0.625,NA,NA,0.172254437869822,0.0865428571428571,0.0865428571428571,0.195549741230592,0.001,0.001,0.713857142857143,NA,NA
"542","R1","removal",8,1,1,1,6,6,6,2,NA,NA,"no","roadside",2022,"erigeron","E 7.2","07.06.2022 00:00","Disentis",8.879368,46.714698,2710067.174,1174588.149,1056.938721,"E 7.2_R1",0.320569769671096,87.5,0.05,0.05,37.5,37.5,37.5,0.55,NA,NA,0.875,5e-04,5e-04,0.375,0.375,0.375,0.0055,NA,NA,0.999,0.00157028571428571,0.00157028571428571,0.425106958021852,0.428714285714286,0.428714285714286,0.00727314285714286,NA,NA
"543","C1","control",8,3,31,3,5,5,6,5,NA,NA,"no","roadside",2022,"erigeron","E 7.2","07.06.2022 00:00","Disentis",8.879368,46.714698,2710067.174,1174588.149,1056.938721,"E 7.2_C1",0.320569769671096,87.5,3,3,17.5,17.5,37.5,17.5,NA,NA,0.875,0.03,0.03,0.175,0.175,0.375,0.175,NA,NA,0.999,0.0352171428571429,0.0352171428571429,0.195549741230592,0.2006,0.428714285714286,0.2006,NA,NA
"544","R2","removal",8,3,12,3,6,2,7,2,NA,NA,"no","roadside",2022,"erigeron","E 7.2","07.06.2022 00:00","Disentis",8.879368,46.714698,2710067.174,1174588.149,1056.938721,"E 7.2_R2",0.320569769671096,87.5,3,3,37.5,0.55,62.5,0.55,NA,NA,0.875,0.03,0.03,0.375,0.0055,0.625,0.0055,NA,NA,0.999,0.0352171428571429,0.0352171428571429,0.425106958021852,0.00727314285714286,0.713857142857143,0.00727314285714286,NA,NA
"545","C2","control",8,3,28,3,5,4,7,5,NA,NA,"no","roadside",2022,"erigeron","E 7.2","07.06.2022 00:00","Disentis",8.879368,46.714698,2710067.174,1174588.149,1056.938721,"E 7.2_C2",0.320569769671096,87.5,3,3,17.5,7.5,62.5,17.5,NA,NA,0.875,0.03,0.03,0.175,0.075,0.625,0.175,NA,NA,0.999,0.0352171428571429,0.0352171428571429,0.195549741230592,0.0865428571428571,0.713857142857143,0.2006,NA,NA
"546","R3","removal",8,2,6,2,7,2,7,4,NA,NA,"no","roadside",2022,"erigeron","E 7.2","07.06.2022 00:00","Disentis",8.879368,46.714698,2710067.174,1174588.149,1056.938721,"E 7.2_R3",0.320569769671096,87.5,0.55,0.55,62.5,0.55,62.5,7.5,NA,NA,0.875,0.0055,0.0055,0.625,0.0055,0.625,0.075,NA,NA,0.999,0.00727314285714286,0.00727314285714286,0.712053479010926,0.00727314285714286,0.713857142857143,0.0865428571428571,NA,NA
"547","C3","control",8,1,2,1,8,0,5,0,NA,NA,"no","roadside",2022,"erigeron","E 7.2","07.06.2022 00:00","Disentis",8.879368,46.714698,2710067.174,1174588.149,1056.938721,"E 7.2_C3",0.320569769671096,87.5,0.05,0.05,87.5,0,17.5,0,NA,NA,0.875,5e-04,5e-04,0.875,0,0.175,0,NA,NA,0.999,0.00157028571428571,0.00157028571428571,0.999,0.001,0.2006,0.001,NA,NA
"548","R4","removal",7,0,0,0,4,2,6,6,NA,NA,"no","roadside",2022,"erigeron","E 7.2","07.06.2022 00:00","Disentis",8.879368,46.714698,2710067.174,1174588.149,1056.938721,"E 7.2_R4",0.320569769671096,62.5,0,0,7.5,0.55,37.5,37.5,NA,NA,0.625,0,0,0.075,0.0055,0.375,0.375,NA,NA,0.703733727810651,0.001,0.001,0.0807711328349626,0.00727314285714286,0.428714285714286,0.428714285714286,NA,NA
"549","C4","control",8,3,10,3,5,2,6,5,NA,NA,"no","roadside",2022,"erigeron","E 7.2","07.06.2022 00:00","Disentis",8.879368,46.714698,2710067.174,1174588.149,1056.938721,"E 7.2_C4",0.320569769671096,87.5,3,3,17.5,0.55,37.5,17.5,NA,NA,0.875,0.03,0.03,0.175,0.0055,0.375,0.175,NA,NA,0.999,0.0352171428571429,0.0352171428571429,0.195549741230592,0.00727314285714286,0.428714285714286,0.2006,NA,NA
"550","R1","removal",8,2,4,2,6,5,7,1,NA,NA,"no","riverside",2022,"erigeron","E 6.2","08.06.2022 00:00","Disentis",8.8676527,46.704731,2709191.852,1173464.085,1042.703369,"E 6.2_R1",0.311797264303001,87.5,0.55,0.55,37.5,17.5,62.5,0.05,NA,NA,0.875,0.0055,0.0055,0.375,0.175,0.625,5e-04,NA,NA,0.999,0.00727314285714286,0.00727314285714286,0.425106958021852,0.2006,0.713857142857143,0.00157028571428571,NA,NA
"551","C1","control",8,2,5,2,6,6,4,2,NA,NA,"no","riverside",2022,"erigeron","E 6.2","08.06.2022 00:00","Disentis",8.8676527,46.704731,2709191.852,1173464.085,1042.703369,"E 6.2_C1",0.311797264303001,87.5,0.55,0.55,37.5,37.5,7.5,0.55,NA,NA,0.875,0.0055,0.0055,0.375,0.375,0.075,0.0055,NA,NA,0.999,0.00727314285714286,0.00727314285714286,0.425106958021852,0.428714285714286,0.0865428571428571,0.00727314285714286,NA,NA
"552","R2","removal",8,3,9,3,7,5,4,1,NA,NA,"no","riverside",2022,"erigeron","E 6.2","08.06.2022 00:00","Disentis",8.8676527,46.704731,2709191.852,1173464.085,1042.703369,"E 6.2_R2",0.311797264303001,87.5,3,3,62.5,17.5,7.5,0.05,NA,NA,0.875,0.03,0.03,0.625,0.175,0.075,5e-04,NA,NA,0.999,0.0352171428571429,0.0352171428571429,0.712053479010926,0.2006,0.0865428571428571,0.00157028571428571,NA,NA
"553","C2","control",8,2,3,2,5,7,4,1,NA,NA,"no","riverside",2022,"erigeron","E 6.2","08.06.2022 00:00","Disentis",8.8676527,46.704731,2709191.852,1173464.085,1042.703369,"E 6.2_C2",0.311797264303001,87.5,0.55,0.55,17.5,62.5,7.5,0.05,NA,NA,0.875,0.0055,0.0055,0.175,0.625,0.075,5e-04,NA,NA,0.999,0.00727314285714286,0.00727314285714286,0.195549741230592,0.713857142857143,0.0865428571428571,0.00157028571428571,NA,NA
"554","R3","removal",8,4,22,4,8,5,3,0,NA,NA,"no","riverside",2022,"erigeron","E 6.2","08.06.2022 00:00","Disentis",8.8676527,46.704731,2709191.852,1173464.085,1042.703369,"E 6.2_R3",0.311797264303001,87.5,7.5,7.5,87.5,17.5,3,0,NA,NA,0.875,0.075,0.075,0.875,0.175,0.03,0,NA,NA,0.999,0.0865428571428571,0.0865428571428571,0.999,0.2006,0.0352171428571429,0.001,NA,NA
"555","C3","control",8,3,19,3,7,6,5,1,NA,NA,"no","riverside",2022,"erigeron","E 6.2","08.06.2022 00:00","Disentis",8.8676527,46.704731,2709191.852,1173464.085,1042.703369,"E 6.2_C3",0.311797264303001,87.5,3,3,62.5,37.5,17.5,0.05,NA,NA,0.875,0.03,0.03,0.625,0.375,0.175,5e-04,NA,NA,0.999,0.0352171428571429,0.0352171428571429,0.712053479010926,0.428714285714286,0.2006,0.00157028571428571,NA,NA
"556","R4","removal",8,2,7,2,8,5,4,2,NA,NA,"no","riverside",2022,"erigeron","E 6.2","08.06.2022 00:00","Disentis",8.8676527,46.704731,2709191.852,1173464.085,1042.703369,"E 6.2_R4",0.311797264303001,87.5,0.55,0.55,87.5,17.5,7.5,0.55,NA,NA,0.875,0.0055,0.0055,0.875,0.175,0.075,0.0055,NA,NA,0.999,0.00727314285714286,0.00727314285714286,0.999,0.2006,0.0865428571428571,0.00727314285714286,NA,NA
"557","C4","control",8,2,13,2,8,4,3,0,NA,NA,"no","riverside",2022,"erigeron","E 6.2","08.06.2022 00:00","Disentis",8.8676527,46.704731,2709191.852,1173464.085,1042.703369,"E 6.2_C4",0.311797264303001,87.5,0.55,0.55,87.5,7.5,3,0,NA,NA,0.875,0.0055,0.0055,0.875,0.075,0.03,0,NA,NA,0.999,0.00727314285714286,0.00727314285714286,0.999,0.0865428571428571,0.0352171428571429,0.001,NA,NA
"558","R1","removal",8,2,6,2,7,5,5,2,NA,NA,"no","roadside",2022,"erigeron","E 7.3","08.06.2022 00:00","Disentis",8.8672876,46.708668,2709155.971,1173901.116,1109.316772,"E 7.3_R1",0.352847632105955,87.5,0.55,0.55,62.5,17.5,17.5,0.55,NA,NA,0.875,0.0055,0.0055,0.625,0.175,0.175,0.0055,NA,NA,0.999,0.00727314285714286,0.00727314285714286,0.712053479010926,0.2006,0.2006,0.00727314285714286,NA,NA
"559","C1","control",8,3,30,3,5,6,6,1,NA,NA,"no","roadside",2022,"erigeron","E 7.3","08.06.2022 00:00","Disentis",8.8672876,46.708668,2709155.971,1173901.116,1109.316772,"E 7.3_C1",0.352847632105955,87.5,3,3,17.5,37.5,37.5,0.05,NA,NA,0.875,0.03,0.03,0.175,0.375,0.375,5e-04,NA,NA,0.999,0.0352171428571429,0.0352171428571429,0.195549741230592,0.428714285714286,0.428714285714286,0.00157028571428571,NA,NA
"560","R2","removal",8,2,5,2,5,7,6,1,NA,NA,"no","roadside",2022,"erigeron","E 7.3","08.06.2022 00:00","Disentis",8.8672876,46.708668,2709155.971,1173901.116,1109.316772,"E 7.3_R2",0.352847632105955,87.5,0.55,0.55,17.5,62.5,37.5,0.05,NA,NA,0.875,0.0055,0.0055,0.175,0.625,0.375,5e-04,NA,NA,0.999,0.00727314285714286,0.00727314285714286,0.195549741230592,0.713857142857143,0.428714285714286,0.00157028571428571,NA,NA
"561","C2","control",8,2,7,2,6,6,6,1,NA,NA,"no","roadside",2022,"erigeron","E 7.3","08.06.2022 00:00","Disentis",8.8672876,46.708668,2709155.971,1173901.116,1109.316772,"E 7.3_C2",0.352847632105955,87.5,0.55,0.55,37.5,37.5,37.5,0.05,NA,NA,0.875,0.0055,0.0055,0.375,0.375,0.375,5e-04,NA,NA,0.999,0.00727314285714286,0.00727314285714286,0.425106958021852,0.428714285714286,0.428714285714286,0.00157028571428571,NA,NA
"562","R3","removal",8,2,4,2,7,5,6,1,NA,NA,"no","roadside",2022,"erigeron","E 7.3","08.06.2022 00:00","Disentis",8.8672876,46.708668,2709155.971,1173901.116,1109.316772,"E 7.3_R3",0.352847632105955,87.5,0.55,0.55,62.5,17.5,37.5,0.05,NA,NA,0.875,0.0055,0.0055,0.625,0.175,0.375,5e-04,NA,NA,0.999,0.00727314285714286,0.00727314285714286,0.712053479010926,0.2006,0.428714285714286,0.00157028571428571,NA,NA
"563","C3","control",8,1,1,1,6,5,8,1,NA,NA,"no","roadside",2022,"erigeron","E 7.3","08.06.2022 00:00","Disentis",8.8672876,46.708668,2709155.971,1173901.116,1109.316772,"E 7.3_C3",0.352847632105955,87.5,0.05,0.05,37.5,17.5,87.5,0.05,NA,NA,0.875,5e-04,5e-04,0.375,0.175,0.875,5e-04,NA,NA,0.999,0.00157028571428571,0.00157028571428571,0.425106958021852,0.2006,0.999,0.00157028571428571,NA,NA
"564","R1","removal",8,3,25,3,6,5,7,3,NA,NA,"no","roadside",2022,"erigeron","E 6.3","08.06.2022 00:00","Disentis",8.8609821,46.699209,2708692.993,1172841.127,1041.808472,"E 6.3_R1",0.311245785931663,87.5,3,3,37.5,17.5,62.5,3,NA,NA,0.875,0.03,0.03,0.375,0.175,0.625,0.03,NA,NA,0.999,0.0352171428571429,0.0352171428571429,0.425106958021852,0.2006,0.713857142857143,0.0352171428571429,NA,NA
"565","C1","control",8,4,28,4,5,7,4,2,NA,NA,"no","roadside",2022,"erigeron","E 6.3","08.06.2022 00:00","Disentis",8.8609821,46.699209,2708692.993,1172841.127,1041.808472,"E 6.3_C1",0.311245785931663,87.5,7.5,7.5,17.5,62.5,7.5,0.55,NA,NA,0.875,0.075,0.075,0.175,0.625,0.075,0.0055,NA,NA,0.999,0.0865428571428571,0.0865428571428571,0.195549741230592,0.713857142857143,0.0865428571428571,0.00727314285714286,NA,NA
"566","R2","removal",8,2,5,2,8,4,0,1,NA,NA,"no","roadside",2022,"erigeron","E 6.3","08.06.2022 00:00","Disentis",8.8609821,46.699209,2708692.993,1172841.127,1041.808472,"E 6.3_R2",0.311245785931663,87.5,0.55,0.55,87.5,7.5,0,0.05,NA,NA,0.875,0.0055,0.0055,0.875,0.075,0,5e-04,NA,NA,0.999,0.00727314285714286,0.00727314285714286,0.999,0.0865428571428571,0.001,0.00157028571428571,NA,NA
"567","C2","control",8,2,2,2,6,6,2,3,NA,NA,"no","roadside",2022,"erigeron","E 6.3","08.06.2022 00:00","Disentis",8.8609821,46.699209,2708692.993,1172841.127,1041.808472,"E 6.3_C2",0.311245785931663,87.5,0.55,0.55,37.5,37.5,0.55,3,NA,NA,0.875,0.0055,0.0055,0.375,0.375,0.0055,0.03,NA,NA,0.999,0.00727314285714286,0.00727314285714286,0.425106958021852,0.428714285714286,0.00727314285714286,0.0352171428571429,NA,NA
"568","R3","removal",8,2,1,2,7,5,4,2,NA,NA,"no","roadside",2022,"erigeron","E 6.3","08.06.2022 00:00","Disentis",8.8609821,46.699209,2708692.993,1172841.127,1041.808472,"E 6.3_R3",0.311245785931663,87.5,0.55,0.55,62.5,17.5,7.5,0.55,NA,NA,0.875,0.0055,0.0055,0.625,0.175,0.075,0.0055,NA,NA,0.999,0.00727314285714286,0.00727314285714286,0.712053479010926,0.2006,0.0865428571428571,0.00727314285714286,NA,NA
"569","C3","control",8,2,13,2,8,4,3,3,NA,NA,"no","roadside",2022,"erigeron","E 6.3","08.06.2022 00:00","Disentis",8.8609821,46.699209,2708692.993,1172841.127,1041.808472,"E 6.3_C3",0.311245785931663,87.5,0.55,0.55,87.5,7.5,3,3,NA,NA,0.875,0.0055,0.0055,0.875,0.075,0.03,0.03,NA,NA,0.999,0.00727314285714286,0.00727314285714286,0.999,0.0865428571428571,0.0352171428571429,0.0352171428571429,NA,NA
"570","R4","removal",8,1,2,1,7,6,3,3,NA,NA,"no","roadside",2022,"erigeron","E 6.3","08.06.2022 00:00","Disentis",8.8609821,46.699209,2708692.993,1172841.127,1041.808472,"E 6.3_R4",0.311245785931663,87.5,0.05,0.05,62.5,37.5,3,3,NA,NA,0.875,5e-04,5e-04,0.625,0.375,0.03,0.03,NA,NA,0.999,0.00157028571428571,0.00157028571428571,0.712053479010926,0.428714285714286,0.0352171428571429,0.0352171428571429,NA,NA
"571","C4","control",8,3,3,3,7,6,3,1,NA,NA,"no","roadside",2022,"erigeron","E 6.3","08.06.2022 00:00","Disentis",8.8609821,46.699209,2708692.993,1172841.127,1041.808472,"E 6.3_C4",0.311245785931663,87.5,3,3,62.5,37.5,3,0.05,NA,NA,0.875,0.03,0.03,0.625,0.375,0.03,5e-04,NA,NA,0.999,0.0352171428571429,0.0352171428571429,0.712053479010926,0.428714285714286,0.0352171428571429,0.00157028571428571,NA,NA
"572","R1","removal",7,2,3,2,5,4,5,6,NA,NA,"no","gravelpit_riverside",2022,"erigeron","E 9.1","09.06.2022 00:00","Sedrun",8.7766863,46.676651,2702290.38,1170220.699,1329.869751,"E 9.1_R1",0.488762935937336,62.5,0.55,0.55,17.5,7.5,17.5,37.5,NA,NA,0.625,0.0055,0.0055,0.175,0.075,0.175,0.375,NA,NA,0.703733727810651,0.00727314285714286,0.00727314285714286,0.195549741230592,0.0865428571428571,0.2006,0.428714285714286,NA,NA
