plot_name;treatment;natives;non_natives;number_focal_sp;cover_focal_sp;forbs;graminoids;legumes;bare_ground;non_focal_inv1;non_focal_inv2;background_management;site_type;year;species;site_name;datum;municipality;longitude;latitude;northing;easting;elevation;plotID
C1;control;7;4;31;4;5;4;6;4;NA;NA;no;roadside;2021;erigeron;E 6.1;10.06.2021 00:00;Laax;9.2642066;46.813257;2739227.237;1186152.862;1028.390625;E 6.1_C1
R2;removal;8;2;10;2;6;6;5;3;NA;NA;no;roadside;2021;erigeron;E 6.1;10.06.2021 00:00;Laax;9.2642066;46.813257;2739227.237;1186152.862;1028.390625;E 6.1_R2
C2;control;8;2;14;2;5;7;6;2;NA;NA;no;roadside;2021;erigeron;E 6.1;10.06.2021 00:00;Laax;9.2642066;46.813257;2739227.237;1186152.862;1028.390625;E 6.1_C2
R3;removal;8;3;5;3;5;7;6;2;NA;NA;no;roadside;2021;erigeron;E 6.1;10.06.2021 00:00;Laax;9.2642066;46.813257;2739227.237;1186152.862;1028.390625;E 6.1_R3
C3;control;8;2;3;2;6;5;6;1;NA;NA;no;roadside;2021;erigeron;E 6.1;10.06.2021 00:00;Laax;9.2642066;46.813257;2739227.237;1186152.862;1028.390625;E 6.1_C3
R1;removal;8;3;17;2;5;6;7;2;0;NA;no;roadside;2021;erigeron;E 2.4;11.06.2021 00:00;Thusis;9.4380128;46.70727;2752786.932;1174699.095;742.6364136;E 2.4_R1
C1;control;8;4;31;4;4;6;7;2;0;NA;no;roadside;2021;erigeron;E 2.4;11.06.2021 00:00;Thusis;9.4380128;46.70727;2752786.932;1174699.095;742.6364136;E 2.4_C1
R2;removal;8;3;22;3;6;4;7;3;0;NA;no;roadside;2021;erigeron;E 2.4;11.06.2021 00:00;Thusis;9.4380128;46.70727;2752786.932;1174699.095;742.6364136;E 2.4_R2
C2;control;8;4;54;4;6;3;6;3;0;NA;no;roadside;2021;erigeron;E 2.4;11.06.2021 00:00;Thusis;9.4380128;46.70727;2752786.932;1174699.095;742.6364136;E 2.4_C2
R3;removal;8;5;37;4;5;3;7;3;3;NA;no;roadside;2021;erigeron;E 2.4;11.06.2021 00:00;Thusis;9.4380128;46.70727;2752786.932;1174699.095;742.6364136;E 2.4_R3
C3;control;8;2;10;2;5;5;7;2;0;NA;no;roadside;2021;erigeron;E 2.4;11.06.2021 00:00;Thusis;9.4380128;46.70727;2752786.932;1174699.095;742.6364136;E 2.4_C3
R4;removal;8;5;42;5;5;2;8;3;0;NA;no;roadside;2021;erigeron;E 2.4;11.06.2021 00:00;Thusis;9.4380128;46.70727;2752786.932;1174699.095;742.6364136;E 2.4_R4
C4;control;8;5;83;5;5;2;8;2;0;NA;no;roadside;2021;erigeron;E 2.4;11.06.2021 00:00;Thusis;9.4380128;46.70727;2752786.932;1174699.095;742.6364136;E 2.4_C4
R5;removal;8;3;8;3;7;3;5;4;0;NA;no;roadside;2021;erigeron;E 2.4;11.06.2021 00:00;Thusis;9.4380128;46.70727;2752786.932;1174699.095;742.6364136;E 2.4_R5
C5;control;8;2;5;2;6;3;7;3;0;NA;no;roadside;2021;erigeron;E 2.4;11.06.2021 00:00;Thusis;9.4380128;46.70727;2752786.932;1174699.095;742.6364136;E 2.4_C5
R1;removal;7;5;66;5;4;7;3;4;NA;NA;no;roadside;2021;erigeron;E 3.1;11.06.2021 00:00;Scharans;9.4554689;46.717317;2754092.51;1175849.649;682.838562;E 3.1_R1
C1;control;8;4;40;4;5;7;2;4;NA;NA;no;roadside;2021;erigeron;E 3.1;11.06.2021 00:00;Scharans;9.4554689;46.717317;2754092.51;1175849.649;682.838562;E 3.1_C1
R2;removal;7;3;10;3;4;7;0;5;NA;NA;no;roadside;2021;erigeron;E 3.1;11.06.2021 00:00;Scharans;9.4554689;46.717317;2754092.51;1175849.649;682.838562;E 3.1_R2
C2;control;6;6;139;6;5;5;2;6;NA;NA;no;roadside;2021;erigeron;E 3.1;11.06.2021 00:00;Scharans;9.4554689;46.717317;2754092.51;1175849.649;682.838562;E 3.1_C2
R3;removal;6;6;150;6;6;4;3;6;NA;NA;no;roadside;2021;erigeron;E 3.1;11.06.2021 00:00;Scharans;9.4554689;46.717317;2754092.51;1175849.649;682.838562;E 3.1_R3
C3;control;6;5;94;5;4;5;4;6;NA;NA;no;roadside;2021;erigeron;E 3.1;11.06.2021 00:00;Scharans;9.4554689;46.717317;2754092.51;1175849.649;682.838562;E 3.1_C3
R1;removal;7;5;73;5;3;3;7;5;0;NA;no;roadside;2021;erigeron;E 3.2;14.06.2021 00:00;Thusis;9.4324683;46.710948;2752352.738;1175096.997;759.505249;E 3.2_R1
C1;control;8;3;49;3;3;5;8;3;0;NA;no;roadside;2021;erigeron;E 3.2;14.06.2021 00:00;Thusis;9.4324683;46.710948;2752352.738;1175096.997;759.505249;E 3.2_C1
R2;removal;8;4;12;2;5;5;6;3;4;NA;no;roadside;2021;erigeron;E 3.2;14.06.2021 00:00;Thusis;9.4324683;46.710948;2752352.738;1175096.997;759.505249;E 3.2_R2
C2;control;8;2;5;2;5;7;5;4;0;NA;no;roadside;2021;erigeron;E 3.2;14.06.2021 00:00;Thusis;9.4324683;46.710948;2752352.738;1175096.997;759.505249;E 3.2_C2
R3;removal;8;4;12;3;4;5;7;2;3;NA;no;roadside;2021;erigeron;E 3.2;14.06.2021 00:00;Thusis;9.4324683;46.710948;2752352.738;1175096.997;759.505249;E 3.2_R3
C3;control;7;6;61;6;4;5;6;2;3;NA;no;roadside;2021;erigeron;E 3.2;14.06.2021 00:00;Thusis;9.4324683;46.710948;2752352.738;1175096.997;759.505249;E 3.2_C3
R4;removal;8;4;56;3;4;3;7;3;3;NA;no;roadside;2021;erigeron;E 3.2;14.06.2021 00:00;Thusis;9.4324683;46.710948;2752352.738;1175096.997;759.505249;E 3.2_R4
C4;control;7;5;25;4;5;4;4;6;4;NA;no;roadside;2021;erigeron;E 3.2;14.06.2021 00:00;Thusis;9.4324683;46.710948;2752352.738;1175096.997;759.505249;E 3.2_C4
R1;removal;8;2;15;2;4;7;4;3;NA;NA;no;roadside;2021;erigeron;E 3.3;15.06.2021 00:00;Ilanz;9.1923439;46.774088;2733842.031;1181675.038;701.939209;E 3.3_R1
C1;control;8;3;20;3;6;7;0;1;NA;NA;no;roadside;2021;erigeron;E 3.3;15.06.2021 00:00;Ilanz;9.1923439;46.774088;2733842.031;1181675.038;701.939209;E 3.3_C1
R2;removal;8;5;66;5;5;6;6;2;NA;NA;no;roadside;2021;erigeron;E 3.3;15.06.2021 00:00;Ilanz;9.1923439;46.774088;2733842.031;1181675.038;701.939209;E 3.3_R2
C2;control;8;5;77;5;3;8;4;2;NA;NA;no;roadside;2021;erigeron;E 3.3;15.06.2021 00:00;Ilanz;9.1923439;46.774088;2733842.031;1181675.038;701.939209;E 3.3_C2
R3;removal;6;7;97;7;4;6;0;3;NA;NA;no;roadside;2021;erigeron;E 3.3;15.06.2021 00:00;Ilanz;9.1923439;46.774088;2733842.031;1181675.038;701.939209;E 3.3_R3
C3;control;8;5;41;5;4;8;2;2;NA;NA;no;roadside;2021;erigeron;E 3.3;15.06.2021 00:00;Ilanz;9.1923439;46.774088;2733842.031;1181675.038;701.939209;E 3.3_C3
R1;removal;7;5;53;5;5;4;5;4;0;NA;no;roadside;2021;erigeron;E 4.3;16.06.2021 00:00;Danis;9.0567146;46.754143;2723532.538;1179235.974;790.0256348;E 4.3_R1
C1;control;8;4;22;4;6;6;0;4;1;NA;no;roadside;2021;erigeron;E 4.3;16.06.2021 00:00;Danis;9.0567146;46.754143;2723532.538;1179235.974;790.0256348;E 4.3_C1
R2;removal;8;4;24;4;5;8;0;2;0;NA;no;roadside;2021;erigeron;E 4.3;16.06.2021 00:00;Danis;9.0567146;46.754143;2723532.538;1179235.974;790.0256348;E 4.3_R2
C2;control;8;5;79;5;5;7;0;4;0;NA;no;roadside;2021;erigeron;E 4.3;16.06.2021 00:00;Danis;9.0567146;46.754143;2723532.538;1179235.974;790.0256348;E 4.3_C2
R3;removal;8;4;28;4;7;4;3;3;2;NA;no;roadside;2021;erigeron;E 4.3;16.06.2021 00:00;Danis;9.0567146;46.754143;2723532.538;1179235.974;790.0256348;E 4.3_R3
C3;control;8;4;22;4;6;6;5;3;0;NA;no;roadside;2021;erigeron;E 4.3;16.06.2021 00:00;Danis;9.0567146;46.754143;2723532.538;1179235.974;790.0256348;E 4.3_C3
R4;removal;8;3;30;3;7;5;5;2;0;NA;no;roadside;2021;erigeron;E 4.3;16.06.2021 00:00;Danis;9.0567146;46.754143;2723532.538;1179235.974;790.0256348;E 4.3_R4
C4;control;8;4;28;4;7;5;3;3;0;NA;no;roadside;2021;erigeron;E 4.3;16.06.2021 00:00;Danis;9.0567146;46.754143;2723532.538;1179235.974;790.0256348;E 4.3_C4
R5;removal;8;3;7;3;8;4;5;3;1;NA;no;roadside;2021;erigeron;E 4.3;16.06.2021 00:00;Danis;9.0567146;46.754143;2723532.538;1179235.974;790.0256348;E 4.3_R5
C5;control;8;3;31;3;7;4;6;3;0;NA;no;roadside;2021;erigeron;E 4.3;16.06.2021 00:00;Danis;9.0567146;46.754143;2723532.538;1179235.974;790.0256348;E 4.3_C5
R1;removal;5;3;39;3;3;3;4;8;NA;NA;no;roadside;2021;erigeron;E 5.1;16.06.2021 00:00;Trin ;9.359249;46.829661;2746433.361;1188148.861;871.8047485;E 5.1_R1
C1;control;6;2;25;2;4;4;5;7;NA;NA;no;roadside;2021;erigeron;E 5.1;16.06.2021 00:00;Trin ;9.359249;46.829661;2746433.361;1188148.861;871.8047485;E 5.1_C1
R2;removal;7;2;23;2;3;7;3;5;NA;NA;no;roadside;2021;erigeron;E 5.1;16.06.2021 00:00;Trin ;9.359249;46.829661;2746433.361;1188148.861;871.8047485;E 5.1_R2
C2;control;8;2;8;2;3;8;2;4;NA;NA;no;roadside;2021;erigeron;E 5.1;16.06.2021 00:00;Trin ;9.359249;46.829661;2746433.361;1188148.861;871.8047485;E 5.1_C2
R3;removal;8;3;30;3;2;8;2;3;NA;NA;no;roadside;2021;erigeron;E 5.1;16.06.2021 00:00;Trin ;9.359249;46.829661;2746433.361;1188148.861;871.8047485;E 5.1_R3
C3;control;5;5;86;5;4;3;2;7;NA;NA;no;roadside;2021;erigeron;E 5.1;16.06.2021 00:00;Trin ;9.359249;46.829661;2746433.361;1188148.861;871.8047485;E 5.1_C3
R1;removal;6;5;70;5;6;3;3;6;0;NA;no;roadside;2021;erigeron;E 5.2;17.06.2021 00:00;Rabius;8.9563138;46.73257;2715910.303;1176685.221;906.6876221;E 5.2_R1
C1;control;7;4;56;4;6;0;5;6;0;NA;no;roadside;2021;erigeron;E 5.2;17.06.2021 00:00;Rabius;8.9563138;46.73257;2715910.303;1176685.221;906.6876221;E 5.2_C1
R2;removal;6;4;89;4;6;3;3;6;0;NA;no;roadside;2021;erigeron;E 5.2;17.06.2021 00:00;Rabius;8.9563138;46.73257;2715910.303;1176685.221;906.6876221;E 5.2_R2
C2;control;6;5;132;5;6;0;5;6;0;NA;no;roadside;2021;erigeron;E 5.2;17.06.2021 00:00;Rabius;8.9563138;46.73257;2715910.303;1176685.221;906.6876221;E 5.2_C2
R3;removal;6;3;85;3;5;0;5;7;0;NA;no;roadside;2021;erigeron;E 5.2;17.06.2021 00:00;Rabius;8.9563138;46.73257;2715910.303;1176685.221;906.6876221;E 5.2_R3
C3;control;6;4;53;4;6;0;2;7;0;NA;no;roadside;2021;erigeron;E 5.2;17.06.2021 00:00;Rabius;8.9563138;46.73257;2715910.303;1176685.221;906.6876221;E 5.2_C3
R4;removal;7;4;66;4;7;0;5;5;0;NA;no;roadside;2021;erigeron;E 5.2;17.06.2021 00:00;Rabius;8.9563138;46.73257;2715910.303;1176685.221;906.6876221;E 5.2_R4
C4;control;5;3;107;3;5;0;3;8;0;NA;no;roadside;2021;erigeron;E 5.2;17.06.2021 00:00;Rabius;8.9563138;46.73257;2715910.303;1176685.221;906.6876221;E 5.2_C4
R5;removal;7;4;60;4;6;0;4;6;2;NA;no;roadside;2021;erigeron;E 5.2;17.06.2021 00:00;Rabius;8.9563138;46.73257;2715910.303;1176685.221;906.6876221;E 5.2_R5
C5;control;7;3;26;3;6;4;5;5;1;NA;no;roadside;2021;erigeron;E 5.2;17.06.2021 00:00;Rabius;8.9563138;46.73257;2715910.303;1176685.221;906.6876221;E 5.2_C5
R1;removal;8;5;180;5;4;2;8;3;0;NA;no;wastedump;2021;erigeron;E 5.3;17.06.2021 00:00;Flims;9.3081687;46.833726;2742526.904;1188506.453;971.9915771;E 5.3_R1
C1;control;8;6;122;4;4;2;8;3;6;NA;no;wastedump;2021;erigeron;E 5.3;17.06.2021 00:00;Flims;9.3081687;46.833726;2742526.904;1188506.453;971.9915771;E 5.3_C1
R2;removal;8;4;80;4;5;4;8;1;0;NA;no;wastedump;2021;erigeron;E 5.3;17.06.2021 00:00;Flims;9.3081687;46.833726;2742526.904;1188506.453;971.9915771;E 5.3_R2
C2;control;7;5;104;5;3;0;7;4;0;NA;no;wastedump;2021;erigeron;E 5.3;17.06.2021 00:00;Flims;9.3081687;46.833726;2742526.904;1188506.453;971.9915771;E 5.3_C2
R3;removal;8;4;474;4;3;2;8;3;0;NA;no;wastedump;2021;erigeron;E 5.3;17.06.2021 00:00;Flims;9.3081687;46.833726;2742526.904;1188506.453;971.9915771;E 5.3_R3
C3;control;8;5;79;5;3;4;7;3;0;NA;no;wastedump;2021;erigeron;E 5.3;17.06.2021 00:00;Flims;9.3081687;46.833726;2742526.904;1188506.453;971.9915771;E 5.3_C3
R4;removal;7;6;128;6;4;2;7;2;2;NA;no;wastedump;2021;erigeron;E 5.3;17.06.2021 00:00;Flims;9.3081687;46.833726;2742526.904;1188506.453;971.9915771;E 5.3_R4
C4;control;8;3;45;3;3;3;8;2;0;NA;no;wastedump;2021;erigeron;E 5.3;17.06.2021 00:00;Flims;9.3081687;46.833726;2742526.904;1188506.453;971.9915771;E 5.3_C4
R1;removal;8;3;25;3;8;4;0;4;NA;NA;no;roadside;2021;erigeron;E 7.1;17.06.2021 00:00;Flims;9.2797611;46.824716;2740384.01;1187453.975;1075.294922;E 7.1_R1
C1;control;8;3;37;3;4;8;0;3;NA;NA;no;roadside;2021;erigeron;E 7.1;17.06.2021 00:00;Flims;9.2797611;46.824716;2740384.01;1187453.975;1075.294922;E 7.1_C1
R2;removal;7;4;37;4;7;5;0;5;NA;NA;no;roadside;2021;erigeron;E 7.1;17.06.2021 00:00;Flims;9.2797611;46.824716;2740384.01;1187453.975;1075.294922;E 7.1_R2
C2;control;6;3;23;3;6;4;0;6;NA;NA;no;roadside;2021;erigeron;E 7.1;17.06.2021 00:00;Flims;9.2797611;46.824716;2740384.01;1187453.975;1075.294922;E 7.1_C2
R3;removal;5;5;68;5;5;0;0;7;NA;NA;no;roadside;2021;erigeron;E 7.1;17.06.2021 00:00;Flims;9.2797611;46.824716;2740384.01;1187453.975;1075.294922;E 7.1_R3
C3;control;8;3;39;3;7;6;0;4;NA;NA;no;roadside;2021;erigeron;E 7.1;17.06.2021 00:00;Flims;9.2797611;46.824716;2740384.01;1187453.975;1075.294922;E 7.1_C3
R4;removal;7;4;29;4;4;7;0;5;NA;NA;no;roadside;2021;erigeron;E 7.1;17.06.2021 00:00;Flims;9.2797611;46.824716;2740384.01;1187453.975;1075.294922;E 7.1_R4
C4;control;3;5;44;5;3;0;0;8;NA;NA;no;roadside;2021;erigeron;E 7.1;17.06.2021 00:00;Flims;9.2797611;46.824716;2740384.01;1187453.975;1075.294922;E 7.1_C4
R1;removal;8;3;12;3;6;6;7;3;NA;NA;no;roadside;2021;erigeron;E 7.2;18.06.2021 00:00;Disentis;8.879368;46.714698;2710067.174;1174588.149;1056.938721;E 7.2_R1
C1;control;8;4;50;4;6;2;7;4;NA;NA;no;roadside;2021;erigeron;E 7.2;18.06.2021 00:00;Disentis;8.879368;46.714698;2710067.174;1174588.149;1056.938721;E 7.2_C1
R2;removal;8;4;62;4;6;3;6;4;NA;NA;no;roadside;2021;erigeron;E 7.2;18.06.2021 00:00;Disentis;8.879368;46.714698;2710067.174;1174588.149;1056.938721;E 7.2_R2
C2;control;8;3;37;3;6;3;7;3;NA;NA;no;roadside;2021;erigeron;E 7.2;18.06.2021 00:00;Disentis;8.879368;46.714698;2710067.174;1174588.149;1056.938721;E 7.2_C2
R3;removal;8;3;13;3;8;2;4;2;NA;NA;no;roadside;2021;erigeron;E 7.2;18.06.2021 00:00;Disentis;8.879368;46.714698;2710067.174;1174588.149;1056.938721;E 7.2_R3
C3;control;8;2;4;2;8;0;3;3;NA;NA;no;roadside;2021;erigeron;E 7.2;18.06.2021 00:00;Disentis;8.879368;46.714698;2710067.174;1174588.149;1056.938721;E 7.2_C3
R4;removal;6;3;9;3;5;2;5;7;NA;NA;no;roadside;2021;erigeron;E 7.2;18.06.2021 00:00;Disentis;8.879368;46.714698;2710067.174;1174588.149;1056.938721;E 7.2_R4
C4;control;8;3;27;3;6;3;6;5;NA;NA;no;roadside;2021;erigeron;E 7.2;18.06.2021 00:00;Disentis;8.879368;46.714698;2710067.174;1174588.149;1056.938721;E 7.2_C4
R1;removal;8;2;21;2;6;6;5;2;NA;NA;no;riverside;2021;erigeron;E 6.2;18.06.2021 00:00;Disentis;8.8676527;46.704731;2709191.852;1173464.085;1042.703369;E 6.2_R1
C1;control;8;3;17;3;5;7;6;2;NA;NA;no;riverside;2021;erigeron;E 6.2;18.06.2021 00:00;Disentis;8.8676527;46.704731;2709191.852;1173464.085;1042.703369;E 6.2_C1
R2;removal;8;4;56;4;6;7;3;1;NA;NA;no;riverside;2021;erigeron;E 6.2;18.06.2021 00:00;Disentis;8.8676527;46.704731;2709191.852;1173464.085;1042.703369;E 6.2_R2
C2;control;8;3;15;3;6;7;4;2;NA;NA;no;riverside;2021;erigeron;E 6.2;18.06.2021 00:00;Disentis;8.8676527;46.704731;2709191.852;1173464.085;1042.703369;E 6.2_C2
R3;removal;8;4;45;4;7;5;6;2;NA;NA;no;riverside;2021;erigeron;E 6.2;18.06.2021 00:00;Disentis;8.8676527;46.704731;2709191.852;1173464.085;1042.703369;E 6.2_R3
C3;control;8;5;39;5;7;4;6;1;NA;NA;no;riverside;2021;erigeron;E 6.2;18.06.2021 00:00;Disentis;8.8676527;46.704731;2709191.852;1173464.085;1042.703369;E 6.2_C3
R4;removal;7;6;71;6;7;4;3;1;NA;NA;no;riverside;2021;erigeron;E 6.2;18.06.2021 00:00;Disentis;8.8676527;46.704731;2709191.852;1173464.085;1042.703369;E 6.2_R4
C4;control;8;3;19;3;7;6;4;1;NA;NA;no;riverside;2021;erigeron;E 6.2;18.06.2021 00:00;Disentis;8.8676527;46.704731;2709191.852;1173464.085;1042.703369;E 6.2_C4
R1;removal;8;2;14;2;6;5;7;3;NA;NA;no;roadside;2021;erigeron;E 7.3;21.06.2021 00:00;Disentis;8.8672876;46.708668;2709155.971;1173901.116;1109.316772;E 7.3_R1
C1;control;8;3;43;3;4;4;8;1;NA;NA;no;roadside;2021;erigeron;E 7.3;21.06.2021 00:00;Disentis;8.8672876;46.708668;2709155.971;1173901.116;1109.316772;E 7.3_C1
R2;removal;8;2;7;2;3;5;8;2;NA;NA;no;roadside;2021;erigeron;E 7.3;21.06.2021 00:00;Disentis;8.8672876;46.708668;2709155.971;1173901.116;1109.316772;E 7.3_R2
C2;control;8;2;6;2;3;5;8;1;NA;NA;no;roadside;2021;erigeron;E 7.3;21.06.2021 00:00;Disentis;8.8672876;46.708668;2709155.971;1173901.116;1109.316772;E 7.3_C2
R3;removal;8;3;29;3;4;4;8;1;NA;NA;no;roadside;2021;erigeron;E 7.3;21.06.2021 00:00;Disentis;8.8672876;46.708668;2709155.971;1173901.116;1109.316772;E 7.3_R3
C3;control;8;2;5;2;4;6;7;2;NA;NA;no;roadside;2021;erigeron;E 7.3;21.06.2021 00:00;Disentis;8.8672876;46.708668;2709155.971;1173901.116;1109.316772;E 7.3_C3
R1;removal;8;3;22;3;5;5;7;4;NA;NA;no;roadside;2021;erigeron;E 6.3;22.06.2021 00:00;Disentis;8.8609821;46.699209;2708692.993;1172841.127;1041.808472;E 6.3_R1
C1;control;8;4;23;4;6;6;5;3;NA;NA;no;roadside;2021;erigeron;E 6.3;22.06.2021 00:00;Disentis;8.8609821;46.699209;2708692.993;1172841.127;1041.808472;E 6.3_C1
R2;removal;7;5;32;6;7;3;2;3;NA;NA;no;roadside;2021;erigeron;E 6.3;22.06.2021 00:00;Disentis;8.8609821;46.699209;2708692.993;1172841.127;1041.808472;E 6.3_R2
C2;control;8;2;5;2;7;5;3;3;NA;NA;no;roadside;2021;erigeron;E 6.3;22.06.2021 00:00;Disentis;8.8609821;46.699209;2708692.993;1172841.127;1041.808472;E 6.3_C2
R3;removal;8;4;13;4;8;4;3;2;NA;NA;no;roadside;2021;erigeron;E 6.3;22.06.2021 00:00;Disentis;8.8609821;46.699209;2708692.993;1172841.127;1041.808472;E 6.3_R3
C3;control;8;3;14;2;8;3;3;3;NA;NA;no;roadside;2021;erigeron;E 6.3;22.06.2021 00:00;Disentis;8.8609821;46.699209;2708692.993;1172841.127;1041.808472;E 6.3_C3
R4;removal;8;2;4;3;6;7;3;2;NA;NA;no;roadside;2021;erigeron;E 6.3;22.06.2021 00:00;Disentis;8.8609821;46.699209;2708692.993;1172841.127;1041.808472;E 6.3_R4
C4;control;8;4;18;4;7;5;2;3;NA;NA;no;roadside;2021;erigeron;E 6.3;22.06.2021 00:00;Disentis;8.8609821;46.699209;2708692.993;1172841.127;1041.808472;E 6.3_C4
R1;removal;7;3;12;3;6;4;5;6;NA;NA;no;gravelpit_riverside;2021;erigeron;E 9.1;22.06.2021 00:00;Sedrun;8.7766863;46.676651;2702290.38;1170220.699;1329.869751;E 9.1_R1
C1;control;7;2;6;2;5;5;5;6;NA;NA;no;gravelpit_riverside;2021;erigeron;E 9.1;22.06.2021 00:00;Sedrun;8.7766863;46.676651;2702290.38;1170220.699;1329.869751;E 9.1_C1
R1;removal;6;2;7;2;3;5;3;7;NA;NA;no;gravelpit_riverside_roadside;2021;erigeron;E 9.2;22.06.2021 00:00;Sedrun;8.7772717;46.676071;2702336.26;1170157.003;1366.599609;E 9.2_R1
C1;control;6;2;7;2;3;5;4;7;NA;NA;no;gravelpit_riverside_roadside;2021;erigeron;E 9.2;22.06.2021 00:00;Sedrun;8.7772717;46.676071;2702336.26;1170157.003;1366.599609;E 9.2_C1
R2;removal;8;2;4;2;5;6;6;4;NA;NA;no;gravelpit_riverside_roadside;2021;erigeron;E 9.2;22.06.2021 00:00;Sedrun;8.7772717;46.676071;2702336.26;1170157.003;1366.599609;E 9.2_R2
C2;control;8;2;3;2;5;7;6;3;NA;NA;no;gravelpit_riverside_roadside;2021;erigeron;E 9.2;22.06.2021 00:00;Sedrun;8.7772717;46.676071;2702336.26;1170157.003;1366.599609;E 9.2_C2
R1;removal;6;2;3;2;3;3;6;7;NA;NA;no;roadside_wastedump;2021;erigeron;E 8.1;23.06.2021 00:00;Medels;8.8550215;46.675244;2708285.328;1170169.524;1248.462524;E 8.1_R1
C1;control;7;2;2;2;3;3;7;6;NA;NA;no;roadside_wastedump;2021;erigeron;E 8.1;23.06.2021 00:00;Medels;8.8550215;46.675244;2708285.328;1170169.524;1248.462524;E 8.1_C1
R2;removal;7;3;12;3;3;2;7;6;NA;NA;no;roadside_wastedump;2021;erigeron;E 8.1;23.06.2021 00:00;Medels;8.8550215;46.675244;2708285.328;1170169.524;1248.462524;E 8.1_R2
C2;control;8;2;6;2;5;3;7;5;NA;NA;no;roadside_wastedump;2021;erigeron;E 8.1;23.06.2021 00:00;Medels;8.8550215;46.675244;2708285.328;1170169.524;1248.462524;E 8.1_C2
R3;removal;7;2;6;2;5;2;6;6;NA;NA;no;roadside_wastedump;2021;erigeron;E 8.1;23.06.2021 00:00;Medels;8.8550215;46.675244;2708285.328;1170169.524;1248.462524;E 8.1_R3
C3;control;8;2;2;2;5;2;8;3;NA;NA;no;roadside_wastedump;2021;erigeron;E 8.1;23.06.2021 00:00;Medels;8.8550215;46.675244;2708285.328;1170169.524;1248.462524;E 8.1_C3
R1;removal;8;1;1;1;5;6;6;3;NA;NA;no;roadside;2021;erigeron;E 10.1;23.06.2021 00:00;Platta;8.8517452;46.653689;2708077.858;1167769.486;1399.487061;E 10.1_R1
C1;control;8;2;2;2;7;5;5;3;NA;NA;no;roadside;2021;erigeron;E 10.1;23.06.2021 00:00;Platta;8.8517452;46.653689;2708077.858;1167769.486;1399.487061;E 10.1_C1
R2;removal;8;1;3;1;6;6;6;2;NA;NA;no;roadside;2021;erigeron;E 10.1;23.06.2021 00:00;Platta;8.8517452;46.653689;2708077.858;1167769.486;1399.487061;E 10.1_R2
C2;control;8;1;1;1;5;7;6;2;NA;NA;no;roadside;2021;erigeron;E 10.1;23.06.2021 00:00;Platta;8.8517452;46.653689;2708077.858;1167769.486;1399.487061;E 10.1_C2
R3;removal;8;1;1;1;6;6;3;3;NA;NA;no;roadside;2021;erigeron;E 10.1;23.06.2021 00:00;Platta;8.8517452;46.653689;2708077.858;1167769.486;1399.487061;E 10.1_R3
C3;control;8;2;3;2;5;6;6;2;NA;NA;no;roadside;2021;erigeron;E 10.1;23.06.2021 00:00;Platta;8.8517452;46.653689;2708077.858;1167769.486;1399.487061;E 10.1_C3
R4;removal;8;1;1;1;5;6;6;2;NA;NA;no;roadside;2021;erigeron;E 10.1;23.06.2021 00:00;Platta;8.8517452;46.653689;2708077.858;1167769.486;1399.487061;E 10.1_R4
C4;control;8;1;1;1;3;5;8;1;NA;NA;no;roadside;2021;erigeron;E 10.1;23.06.2021 00:00;Platta;8.8517452;46.653689;2708077.858;1167769.486;1399.487061;E 10.1_C4
R1;removal;8;3;13;3;3;6;6;3;NA;NA;no;roadside;2021;erigeron;E 8.2;23.06.2021 00:00;Disentis;8.8394473;46.701208;2707042.458;1173033.661;1268.386353;E 8.2_R1
C1;control;8;3;8;3;4;5;6;5;NA;NA;no;roadside;2021;erigeron;E 8.2;23.06.2021 00:00;Disentis;8.8394473;46.701208;2707042.458;1173033.661;1268.386353;E 8.2_C1
R2;removal;8;2;5;2;5;6;6;4;NA;NA;no;roadside;2021;erigeron;E 8.2;23.06.2021 00:00;Disentis;8.8394473;46.701208;2707042.458;1173033.661;1268.386353;E 8.2_R2
C2;control;7;4;27;4;5;5;5;6;NA;NA;no;roadside;2021;erigeron;E 8.2;23.06.2021 00:00;Disentis;8.8394473;46.701208;2707042.458;1173033.661;1268.386353;E 8.2_C2
R3;removal;8;3;18;3;4;7;4;4;NA;NA;no;roadside;2021;erigeron;E 8.2;23.06.2021 00:00;Disentis;8.8394473;46.701208;2707042.458;1173033.661;1268.386353;E 8.2_R3
C3;control;8;3;10;3;3;7;2;5;NA;NA;no;roadside;2021;erigeron;E 8.2;23.06.2021 00:00;Disentis;8.8394473;46.701208;2707042.458;1173033.661;1268.386353;E 8.2_C3
R1;removal;8;3;21;3;7;3;5;3;NA;NA;no;roadside_riverside;2021;erigeron;E 8.3;23.06.2021 00:00;Disentis;8.836918;46.695004;2706861.361;1172340.724;1265.730103;E 8.3_R1
C1;control;8;2;7;2;8;3;3;2;NA;NA;no;roadside_riverside;2021;erigeron;E 8.3;23.06.2021 00:00;Disentis;8.836918;46.695004;2706861.361;1172340.724;1265.730103;E 8.3_C1
R1;removal;5;3;9;3;5;2;0;8;NA;NA;no;Parking;2021;erigeron;E 8.4;24.06.2021 00:00;Disentis;8.8422542;46.699925;2707259.619;1172894.909;1230.822144;E 8.4_R1
